source,productUrl,productName,category,price,currency,imageCount,variantCount,descriptionPresent,materialPresent,dimensionsPresent,weightPresent,brandPresent,skuPresent,technicalSpecsPresent,complianceDataPresent,completenessScore,extractionConfidence,status,origin
lewpe,https://lewpe.com/products/amarante-cordless-led-mood-lamp-tap-activated,"Amarante. Cordless LED Mood Lamp, Tap-Activated",Lighting,30.95,USD,17,20,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/nisa-rechargeable-led-pivot-wall-sconce-360-mount,"Nisa. Rechargeable LED Pivot Wall Sconce, 360° Mount",Lighting,99.95,USD,15,6,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-avocado-green-hygienic-wall-cladding-gloss-colour,Gloss Avocado Green Hygienic Wall Cladding PVC Sheet,Homepage > Back,78.22,GBP,1,2,true,true,false,false,true,true,false,true,70,100,DUPLICATE,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-zzbhz1pcs120z3706001v0-crop-cage-95-x-636-x-636-ft-plant-protection-tent-with-zippered-door-wind-resistant-tall-crop-cage-easy-to-install-outdoor-raised-bed-cover-tomato-plant-netting-for-garden-patio-lawn,"Crop Cage, 9.5 x 6.36 x 6.36 ft Plant Protection Tent with Zippered Door, Wind-Resistant Tall Crop Cage, Easy to Install, Outdoor Raised Bed Cover, Tomato Plant Netting for Garden Patio Lawn",Plant Support,128.11,USD,22,1,true,true,false,false,true,true,false,false,74,88,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/pergamena-tall-oil-lantern,Pergamena Tall Oil Lantern,Lighting,62.95,USD,6,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/guarda-minimalist-aluminum-wall-sconce-flat-2-light-led,Guarda. Minimalist Aluminum 2-Light LED Wall Sconce,Wall Light Fixtures,61.95,USD,13,20,true,true,true,false,true,true,false,false,80,88,IMPORTED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/chaves-led-flush-mount-ceiling-light-walnut-finish,"Chaves. LED Flush Mount Ceiling Light, Walnut Finish",Lighting,525.95,USD,9,48,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-bxsrqhk19ycba36r1v0-propane-fire-pit-19-inch-diameter-outdoor-portable-gas-fire-pit-with-cover-lava-rocks-adjustable-flame-height-camping-firepit-for-heating-lighting-gathering-58000-btu-black,"Propane Fire Pit, 19-Inch Diameter Outdoor Portable Gas Fire Pit with Cover & Lava Rocks, Adjustable Flame Height Camping Firepit for Heating, Lighting, Gathering, 58,000 BTU, Black",Fire Pits,149.7,USD,6,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-cream-starter-trim-for-hygienic-wall-cladding,Pastel Cream Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-hygienic-wall-cladding-pastel-colour,Pastel Linen Hygienic Wall Cladding PVC Sheet,Homepage > Back,74.41,GBP,1,2,true,true,false,false,true,true,false,true,70,100,DUPLICATE,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/tydra-bowl-h10-mirror-polished,Tydra Bowl - Large - Mirror Polished,Home > Tydra Bowl - Large - Mirror Polished,55.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-cream-external-corner-joint-for-hygienic-wall-cladding,Pastel Cream External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/white-hygienic-wall-cladding-internal-angle,White Hygienic Wall Cladding Internal Angle,Homepage > Back,5.4,GBP,1,6,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-145658-gabion-planter-silver-steel-wire-1024-x-157-x-157-in,"H-Shaped Gabion Planter Steel Wire 102.4""x15.7""x15.7""",Gardening,106.69,USD,12,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/short-swirling-feathers-lantern-bronze-verdi-or-white-finish,Swirling Feathers Lantern Short,Candle Holders,123.95,USD,7,4,true,true,false,false,true,true,false,true,76,88,IMPORTED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/white-external-corner-joint-for-hygienic-wall-cladding,Satin White External Corner Joint for Hygienic Wall Cladding,Homepage > Back,4.2,GBP,1,2,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-linen-starter-trim-for-hygienic-wall-cladding,Pastel Linen Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/panel-adhesive-290ml-tube,Premierbond HT Adhesive 290ml Tube,Homepage > Back,5.99,GBP,1,1,true,true,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-lime-green-colour-match-silicone-310ml-tube,Gloss Lime Green Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-duck-egg-external-corner-joint-for-hygienic-wall-cladding,Pastel Duck Egg External Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-duck-egg-starter-trim-for-hygienic-wall-cladding,Pastel Duck Egg Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/vitto-scented-candle-h12-dark-grape,Vitto Scented Candle - Large - Dark Grape,Home > Vitto Scented Candle - Large - Dark Grape,47.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/grande-ambra-vase,Grande Ambra Vase - LAST CHANCE,Vases,38.97,USD,6,1,true,true,false,false,true,true,false,true,70,88,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-straight-joint-trim-for-hygienic-wall-cladding,Gloss Blue Lagoon Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/portalegre-yellow-glass-semi-flush-ceiling-light,Portalegre. Yellow Glass Semi-Flush Ceiling Light,Lighting,177.95,USD,17,8,true,true,true,false,true,true,false,false,80,88,IMPORTED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alvor-up-and-down-plug-in-wall-sconce-painted-metal,"Alvor. Up-and-Down Plug-in Wall Sconce, Painted Metal",Lighting,150.95,USD,24,20,true,true,false,false,true,true,false,false,70,88,IMPORTED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/piodao-oblong-alabaster-wall-sconce-plug-in-metal,"Piódão. Oblong Alabaster Wall Sconce, Plug-in Metal",Wall Light Fixtures,202.95,USD,15,12,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dryp-pillar-candle-h20-tea-green,Dryp Pillar Candle - Small - Tea Green,Home > Dryp Pillar Candle - Small - Tea Green,12,EUR,2,7,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/bronze-garden-edging,Alloro Garden Edging,Trellises,68,USD,8,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/under-the-sea-garden-stool,Under The Sea Garden Stool,Table & Bar Stools,275,USD,10,4,true,true,false,false,true,true,false,true,76,88,IMPORTED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/gradia-candle-holder-square-clear,Gradia Candle Holder - Square - Clear,Home > Gradia Candle Holder - Square - Clear,79.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/twill-cushion-cover-rectangular-cashmere-black,Twill Cushion Cover - Rectangular - Cashmere/Black,Home > Twill Cushion Cover - Rectangular - Cashmere/Black,55.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/costazul-teapot,Costazul Teapot - LAST CHANCE,Home & Garden,5.97,USD,5,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/alto-chartreuse-vase,Alto Chartreuse Vase - LAST CHANCE,Vases,42.97,USD,5,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/jot-cushion-aged-gold,Jot Cushion - Aged Gold,Home > Jot Cushion - Aged Gold,63.2,EUR,2,4,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/twill-cushion-cover-rectangular-cashmere-black,Twill Cushion Cover - Rectangular - Cashmere/Black,Home > Twill Cushion Cover - Rectangular - Cashmere/Black,55.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/braganca-disc-and-globe-glass-pendant-light,"Bragança. Disc and Globe Pendant Light, Glass",Pendants,115.95,USD,24,20,true,true,true,false,true,true,false,false,80,88,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/vela-oak-slat-wall-panel-2-pack-vertical,"Vela. Oak Slat Wall Panel, 2-Pack Vertical",Wall Paneling,360,USD,24,10,true,true,true,false,true,true,false,false,76,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/swif-bird-embroidered-cushion-cover-rectangular-multi,Swif Bird Embroidered Cushion Cover - Rectangular - Multi,Home > Swif Bird Embroidered Cushion Cover - Rectangular - Multi,47.2,EUR,2,1,true,true,false,false,true,true,false,true,64,88,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/blue-trafitto-garden-seat,Blue Trafitto Garden Seat,Outdoor Seating,385,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/starry-night-garden-edging,Starry Night Garden Edging,Home & Garden,135,USD,10,1,true,true,false,false,true,true,false,true,76,88,IMPORTED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/mirandela-globe-adjustable-wall-sconce-walnut-accent,"Mirandela. Globe Adjustable Wall Sconce, Walnut Accent",Lighting,315.95,USD,19,20,true,true,true,false,true,true,false,false,80,88,IMPORTED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-46721-mosaic-fire-pit-black-and-white-268-ceramic,"Mosaic Fire Pit Black and White 26.8"" Ceramic",Fireplaces,79.2,USD,20,1,true,true,false,false,true,true,false,true,74,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-blue-straight-joint-trim-for-hygienic-wall-cladding,Gloss Blue Lagoon Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/almeida-wavy-aluminum-outdoor-wall-sconce-up-down-led,"Almeida. Wavy Aluminum Outdoor Wall Light, Up-Down LED",Lighting,100.95,USD,21,48,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/ming-dragon-hurricane-candle-holder,Ming Dragon Hurricane Candle Holder,Candle Holders,96.95,USD,6,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/gray-moderno-garden-seat,Gray Moderno Garden Seat,Garden Stool,374,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/harbour-hook-fish-stripe-baked-clay-light-celedon,Harbour Hook - Fish Stripe - Baked Clay/Light Celedon,Home > Harbour Hook - Fish Stripe - Baked Clay/Light Celedon,23.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1405789993897799699-solar-floating-pool-lights-color-changing-ip65-waterproof-swimming-pool-lights-with-remote-9-lighting-modes-floating-light-x250715,Solar Floating Pool Lights Color Changing IP65 Waterproof Swimming Pool Lights With Remote 9 Lighting Modes Floating Light X250715,LED Multi-functional Lights,79.73,USD,3,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/hanging-birds-nest-bird-feeder-and-planter,Hanging Bird's Nest Bird Feeder and Planter,Home & Garden,63.95,USD,7,1,true,true,false,false,true,true,false,true,76,88,IMPORTED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/virelle-vase-h24-clear,Virelle Vase - Large - Clear,Home > Virelle Vase - Large - Clear,159.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/orange-urna-garden-seat,Orange Urna Garden Seat,Furniture,399,USD,3,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/pesce-planter,Pesce Planter,Planters,89,USD,5,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/damask-lace-teapot,Damask Lace Teapot - LAST CHANCE,Serveware,14.97,USD,4,1,true,true,false,false,true,true,false,true,71,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/peniche-hemp-rope-glass-globe-pendant-light,Peniche. Hemp Rope Glass Globe Pendant Light,Pendants,106.95,USD,13,16,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-grey-starter-trim-for-hygienic-wall-cladding,Pastel Grey Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/alge-hanging-glass-ceiling-light,"Alge. Hanging Glass Ceiling Light, Iron",Pendant Light Fixtures,338,USD,24,20,true,true,true,false,true,true,false,false,80,88,IMPORTED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/tavira-modern-wooden-table-lamp-fabric-shade,"Tavira. Modern Wooden Table Lamp, Fabric Shade",Lamps,177.95,USD,17,20,true,true,false,false,true,true,false,false,70,88,IMPORTED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/e415-fgdfj37jl000eyx7cv0-compost-bin-37-gal-dual-chamber-composting-tumbler-high-volume-two-rotating-chambers-with-2-sliding-door-and-steel-frame-bpa-free-composter-bin-tumbler-for-garden-kitchen-yard-outdoor,"Compost Bin, 37-Gal Dual Chamber Composting Tumbler, High Volume Two Rotating Chambers with 2 Sliding Door and Steel Frame, BPA Free Composter Bin Tumbler for Garden, Kitchen, Yard, Outdoor",Composters,104.12,USD,3,1,true,true,false,false,true,true,false,false,74,88,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k484-fqzle1u4f7okr-004w-led-christmas-string-light-8-lighting-modes-ip44-waterproof-outdoor-decorative-lights-for-garden-yard-decoration-35-x-05m-wavy-shape-warm-color,0.04w LED Christmas String Light 8 Lighting Modes IP44 Waterproof Outdoor Decorative Lights For Garden Yard Decoration 3.5 x 0.5m wavy shape warm color,Christmas Decoration,17.13,USD,24,1,true,true,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-mint-straight-joint-trim-for-hygienic-wall-cladding,Pastel Mint Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1483599958544326673-solar-powered-outdoor-garden-dragon-statue-lovely-meditation-resin-crafts-home-and-garden-decoration-sculpture-260205,Solar Powered Outdoor Garden Dragon Statue Lovely Meditation Resin Crafts Home and Garden Decoration Sculpture 260205,Garden Decorations,34.6,USD,3,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-grape-green-colour-match-silicone-310ml-tube,Gloss Grape Green Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/mindelo-pink-glass-multi-head-pendant-light,Mindelo. Pink Glass Multi-Head Pendant Light,Lamps,253.95,USD,24,24,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-clay-starter-trim-for-hygienic-wall-cladding,Pastel Clay Starter Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,true,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/lancet-mirror-travertine,Lancet Mirror - Travertine,Home > Lancet Mirror - Travertine,479.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1478828297562226701-alice-in-wonderland-statue-caterpillar-rabbit-sculpture-home-room-garden-decoration-26l0202,"Alice In Wonderland Statue - Caterpillar Rabbit Sculpture, Home Room & Garden Decoration 26L0202",Garden Decorations,32.52,USD,3,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-green-straight-joint-trim-for-hygienic-wall-cladding,Pastel Willow Green Straight Joint Trim for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dryp-pillar-candle-h30-dark-chocolate,Dryp Pillar Candle - Large - Dark Chocolate,Home > Dryp Pillar Candle - Large - Dark Chocolate,15.2,EUR,2,7,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dryp-pillar-candle-h20-deep-blue,Dryp Pillar Candle - Small - Deep Blue,Home > Dryp Pillar Candle - Small - Deep Blue,12,EUR,2,7,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/pastel-sandstone-colour-match-silicone-310ml-tube,Pastel Sandstone Colour Match Silicone 310ml Tube,Homepage > Back,29.9,GBP,0,1,true,true,false,false,true,true,false,false,61,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/burren-block-candle-large-bronze,Burren Block Candle - Large - Bronze,Home > Burren Block Candle - Large - Bronze,36,EUR,2,1,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/gradia-candle-holder-round-clear,Gradia Candle Holder - Round - Clear,Home > Gradia Candle Holder - Round - Clear,31.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/tydra-bowl-h10-mirror-polished,Tydra Bowl - Large - Mirror Polished,Home > Tydra Bowl - Large - Mirror Polished,55.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/orbelle-etagere-mirror-polished,Orbelle Etagere - Mirror Polished,Home > Orbelle Etagere - Mirror Polished,119.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k290-19946121157-light-color-warm-white-solar-cherry-blossom-lights-all-weatherproof,Light Color: WARM WHITE - Solar Cherry Blossom Lights All Weatherproof,led light,24.17,USD,3,1,true,false,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1443291828319178772-solar-garden-outdoor-statues-angel-with-succulent-and-7-led-lights-lawn-decor-figurine-for-patio-balcony-yard-250703,Solar Garden Outdoor Statues Angel with Succulent and 7 LED Lights Lawn Decor Figurine for Patio Balcony Yard 250703,Home Accents,45.82,USD,3,1,true,false,false,false,true,true,false,false,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dryp-pillar-candle-h20-dark-chocolate,Dryp Pillar Candle - Small - Dark Chocolate,Home > Dryp Pillar Candle - Small - Dark Chocolate,12,EUR,2,7,true,false,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/b593-np11608-62-feet-tall-patio-garden-arbor-with-pergola-and-2-seat-bench-for-garden-lawn-backyard-decoration-yellow,6.2 Feet Tall Patio Garden Arbor with Pergola and 2-Seat Bench for Garden Lawn Backyard Decoration-Yellow,Garden,196.48,USD,11,2,true,true,false,false,true,true,false,false,69,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/vitto-scented-candle-h12-light-celedon,Vitto Scented Candle - Large - Light Celedon,Home > Vitto Scented Candle - Large - Light Celedon,47.2,EUR,2,3,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/stagger-shelf-square-oiled-oak,Stagger Shelf - Square - Oiled Oak,Home > Stagger Shelf - Square - Oiled Oak,87.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/stagger-shelf-low-oiled-oak,Stagger Shelf - Low - Oiled Oak,Home > Stagger Shelf - Low - Oiled Oak,71.2,EUR,2,1,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-sand-off-white,Strand Outdoor Cushion Cover - Sand/Off-White,Home > Strand Outdoor Cushion Cover - Sand/Off-White,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/atalaia-wood-mosaic-wall-panel-walnut-finish,"Atalaia. Wood Mosaic Wall Panel, Walnut Finish",Wall Paneling,80,USD,9,6,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-sand,Strand Outdoor Cushion Cover - Sand,Home > Strand Outdoor Cushion Cover - Sand,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/sagres-rotating-cone-floor-lamp-marble-base,"Sagres. Rotating Cone Floor Lamp, Marble Base",Floor Lamps,270.95,USD,23,16,true,true,false,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-sand,Strand Outdoor Cushion Cover - Sand,Home > Strand Outdoor Cushion Cover - Sand,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/strand-outdoor-cushion-cover-sand-off-white,Strand Outdoor Cushion Cover - Sand/Off-White,Home > Strand Outdoor Cushion Cover - Sand/Off-White,36,EUR,2,8,true,true,false,false,true,true,false,true,64,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/alas-bowl-large-moss-green,Alas Bowl - Large - Moss Green,Home > Alas Bowl - Large - Moss Green,119.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-hallingdal-beige,Dase Cushion - Hallingdal - Beige,Home > Dase Cushion - Hallingdal - Beige,159.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/a949-44471-solar-lamp-set-of-3-black-polypropylene-standard-solar,Outdoor Solar Lamps 3 pcs LED Black,Outdoor Lighting,66.89,USD,20,1,true,false,false,false,true,true,false,true,68,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k290-19945913349-spotlight-solar-wall-light-in-lattice-design,Spotlight Solar Wall Light In Lattice Design,solar lights,20.67,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-rich-velvet-soft-brown,Dase Cushion - Rich Velvet - Soft Brown,Home > Dase Cushion - Rich Velvet - Soft Brown,95.2,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-tonus-off-white,Dase Cushion - Tonus - Off-white,Home > Dase Cushion - Tonus - Off-white,140,EUR,2,3,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
ferm-living,https://fermliving.com/products/dase-cushion-hallingdal-beige,Dase Cushion - Hallingdal - Beige,Home > Dase Cushion - Hallingdal - Beige,159.2,EUR,2,1,true,true,false,false,true,true,false,true,70,100,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/y829-1438744670365724685-mushroom-house-mini-resin-outdoor-decoration-fairy-tale-garden-flower-pot-craft-home-decoration-garden-decoration-250424,Mushroom House Mini Resin Outdoor Decoration Fairy Tale Garden Flower Pot Craft Home Decoration Garden Decoration 250424,Garden Decorations,35.29,USD,3,1,true,false,false,false,true,true,false,false,69,100,NORMALIZED,REAL_EXTRACTED
lewpe,https://lewpe.com/products/marvao-mid-century-multi-arm-ceiling-light-brass,"Marvão. Mid-Century Multi-Arm Ceiling Light, Brass",Lighting,495.95,USD,24,8,true,true,true,false,true,true,false,false,70,94,NORMALIZED,REAL_EXTRACTED
cozy-garden,https://thecozygarden.com/products/k290-19945913349-spotlight-solar-wall-light-in-lattice-design,Spotlight Solar Wall Light In Lattice Design,solar lights,20.67,USD,3,1,true,true,false,false,true,true,false,true,63,100,NORMALIZED,REAL_EXTRACTED
viridian-bay,https://viridianbay.com/products/rouleau-six-pane-lantern,Rouleau Six Pane Lantern,Candle Holders,151.95,USD,7,1,true,true,false,false,true,true,false,true,65,100,NORMALIZED,REAL_EXTRACTED
wall-panel-centre,https://thewallpanelcentre.co.uk/products/gloss-lime-green-internal-corner-joint-for-hygienic-wall-cladding,Gloss Lime Green Internal Corner Joint for Hygienic Wall Cladding,Homepage > Back,6.6,GBP,1,1,true,false,false,false,true,true,false,false,70,100,NORMALIZED,REAL_EXTRACTED
